ID,Relatienummer pensioenfonds,Naam pensioenfonds,Naam persoon,Relatienummer persoon,Rol
867,18397,Molenaars,"Benthem, Evert van",P130227,Bestuurder
868,18397,Molenaars,"Booij, Broer",P111840,Bestuurder
869,18397,Molenaars,"Haegens, Antonius Johannes Hubertus Mathijs",P109634,Bestuurder
870,18397,Molenaars,"Koudys, George Helmert",P118200,Bestuurder
874,18397,Molenaars,"Weele, Helena Corinne van",P113285,Bestuurder
877,20117,Rijn- en Binnenvaart,"Blokzijl, Cornelis Hubertus",P100016,Bestuurder
878,20117,Rijn- en Binnenvaart,"d'Hooghe, Jean-Louis Aloijs Maria",P129371,Bestuurder
879,20117,Rijn- en Binnenvaart,"Egmond, Johannes Theodorus van",P102734,Bestuurder
880,20117,Rijn- en Binnenvaart,"Hylkema, Hijlke Johan Augustinus Hubertus",P115315,Bestuurder
881,20117,Rijn- en Binnenvaart,"Kester, Gerardus Karel Maria",P105648,Bestuurder
882,20117,Rijn- en Binnenvaart,"Knaap, Hans Daniel van der",P120662,Bestuurder
883,20117,Rijn- en Binnenvaart,"Koning, Michiel Jacobus Martinus",P116527,Bestuurder
884,20117,Rijn- en Binnenvaart,"Meulmeester, Leenderd Johannes",P127210,Bestuurder
887,20117,Rijn- en Binnenvaart,"Vlietman, Robert Wijnand",P126896,Bestuurder
888,20117,Rijn- en Binnenvaart,"Vogelaar, Jan",P105645,Bestuurder
889,20117,Rijn- en Binnenvaart,"Vos, Michael",P111848,Bestuurder
890,20117,Rijn- en Binnenvaart,"Zwan, Arend van der",P118630,Bestuurder
891,20118,Woningcorporaties,"Blomberg, Miranda Alexandra",P108631,Bestuurder
892,20118,Woningcorporaties,"Brink, Aart van den",P126862,Bestuurder
894,20118,Woningcorporaties,"Debrauwer, Hubertus Jasper Jozef",P115977,Bestuurder
896,20118,Woningcorporaties,"Kestens, Johannes Christoffel Antonius",P119873,Bestuurder
897,20118,Woningcorporaties,"Raaijmakers, Martijn",P103710,Bestuurder
898,20118,Woningcorporaties,"Rosenberg, Marcus Henricus",P113791,Bestuurder
900,20118,Woningcorporaties,"Sluis, Corstiaan Christina van der",P120603,Bestuurder
904,20269,Atradius,"Harten, Miranda van",P109218,Bestuurder
905,20269,Atradius,"Klouth, Robert Charles",P129490,Bestuurder
906,20269,Atradius,"Nibbering, Richard",P122662,Bestuurder
907,20269,Atradius,"Roelands-Pol, Frederika Geertruida",P129479,Bestuurder
908,20269,Atradius,"Sung, June Doe (Jack)",P101019,Bestuurder
909,20875,Aon Groep Nederland,"Beld, Fredrikus Jacobus Hendrikus Josephus van den",P108528,Bestuurder
910,20875,Aon Groep Nederland,"Buijzen, Maurice John Henri Marie",P101998,Bestuurder
911,20875,Aon Groep Nederland,"Langenberg, Leonardus Johannes",P113993,Bestuurder
912,20875,Aon Groep Nederland,"Mandos, René Johannes",P113498,Bestuurder
913,20875,Aon Groep Nederland,"Nuninga, Ivo Martin",P108362,Bestuurder
914,20875,Aon Groep Nederland,"Schagen, Petrus Wilhelmus van",P126178,Bestuurder
915,20875,Aon Groep Nederland,"Wekking, Theodora Elisabeth Maria",P126372,Bestuurder
916,22742,Nielsen AC,"Deij, Marc Joseph",P100046,Bestuurder
918,22742,Nielsen AC,"Mensing, Willem Cornelis Johannes Jozef",P105525,Bestuurder
919,22742,Nielsen AC,"Vos, Jacob de",P106027,Bestuurder
920,23361,Zorgverzekeraars,"Brink, Johannes Gerardus Adrianus van den",P121406,Bestuurder
921,23361,Zorgverzekeraars,"Feltz-Doude van Troostwijk, Reiniera Frederica van der",P131064,Bestuurder
922,23361,Zorgverzekeraars,"Groot, Sjerk Arjen de",P129602,Bestuurder
923,23361,Zorgverzekeraars,"Hees, Ronald Maria van",P124636,Bestuurder
924,23361,Zorgverzekeraars,"Hol, Franciscus Aloysius Gemma",P120138,Bestuurder
925,23361,Zorgverzekeraars,"Koomans, Johannes Bernardus",P121971,Bestuurder
926,23361,Zorgverzekeraars,"Limberger, Hinderikus Harmannus B",P102089,Bestuurder
927,23361,Zorgverzekeraars,"Veldt, Otto",P111603,Bestuurder
928,23361,Zorgverzekeraars,"Wilson, Peggy Mildred Beatrice (Peggy)",P101071,Bestuurder
930,30355,Drankindustrie,"Bergervoet, Jacqueline Aleida Maria",P121377,Bestuurder
933,30355,Drankindustrie,"Eggen, Johannes Wilhelmus",P122708,Bestuurder
934,30355,Drankindustrie,"Emmen, Alouisius Jacobus Hermen Jozef",P108384,Bestuurder
935,30355,Drankindustrie,"Gianotten, Raymond Josephus Maria",P101882,Bestuurder
936,30355,Drankindustrie,"Hamminga, Christiaan Theodoor",P101695,Bestuurder
937,30355,Drankindustrie,"Kerkmeester, Marcel Bertil",P107190,Bestuurder
938,30355,Drankindustrie,"Lahoye, René Antonius Johannes",P117431,Bestuurder
939,30355,Drankindustrie,"Munniks, Robert René",P101661,Bestuurder
940,30355,Drankindustrie,"Rijken, Hendrikus",P130953,Bestuurder
941,30355,Drankindustrie,"Steijaert, Andre August Marie",P102090,Bestuurder
943,30355,Drankindustrie,Voogt,P117060,Bestuurder
945,32181,Schoenmakerij,"Dalen, Cornelis van",P116828,Bestuurder
947,32181,Schoenmakerij,"Dik, Roel",P109910,Bestuurder
948,32181,Schoenmakerij,"Elferink, Franciscus Henricus Maria",P118423,Bestuurder
950,32181,Schoenmakerij,"Katerberg, Thie",P118702,Bestuurder
951,32181,Schoenmakerij,"Kock, Lenie de",P129496,Bestuurder
952,32181,Schoenmakerij,"Lubbi, Margaretha Wilhelmina",P131958,Bestuurder
957,32436,Zoetwarenindustrie,"Graaff, Jozina Andrea Willy de",P111716,Bestuurder
958,32436,Zoetwarenindustrie,"Groen, Jan",P113677,Bestuurder
959,32436,Zoetwarenindustrie,"Hendriks, Jos",P116578,Bestuurder
960,32436,Zoetwarenindustrie,"Hermans, Hans Eric",P130621,Bestuurder
964,32436,Zoetwarenindustrie,"Lahoye, René Antonius Johannes",P117431,Bestuurder
966,32436,Zoetwarenindustrie,"Schuurhuis, Evert",P131169,Bestuurder
967,32436,Zoetwarenindustrie,"Spruijt, Johannes Adrianus",P109559,Bestuurder
968,32489,TOTAL,"Baras, Nathalie Albine Julie",P108879,Bestuurder
969,32489,TOTAL,"Boonman, Raoul Stéphane Georges",P118879,Bestuurder
970,32489,TOTAL,"Dorsten, Derk van",P113655,Bestuurder
971,32489,TOTAL,"Lievense, Wim Paul",P103489,Bestuurder
973,32489,TOTAL,"Rinkel-Peeters, Tamara",P114908,Bestuurder
975,32489,TOTAL,"Smits- Enters, Petra Hendrika Abigael",P130947,Bestuurder
976,32595,Textielverzorging,"Duijvestijn, Leonardus Paulus Maria",P127859,Bestuurder
977,32595,Textielverzorging,"Hetem, Michael Antonius Johannes",P104583,Bestuurder
980,32595,Textielverzorging,"Wennekes, Petrus Nicolaus Maria",P115109,Bestuurder
981,32595,Textielverzorging,"Zwijnenburg, Ronald",P110130,Bestuurder
983,32868,Horeca,"Claes, Mathieu Hendrik Jozef",P107897,Bestuurder
984,32868,Horeca,"Ekelenburg, Cornelis Arie van",P109348,Bestuurder
987,32868,Horeca,"Jansen, Franciscus Bernardus Petrus (Frank)",P112684,Bestuurder
988,32868,Horeca,"Markus, Martinus Joseph Maria",P116612,Bestuurder
990,32868,Horeca,"Schmidt, Aloysius Jozef Marie",P130914,Bestuurder
991,32868,Horeca,"Straten, Marco Willem van",P104731,Bestuurder
992,32868,Horeca,"Veltkamp, Johannes Danïel Wilhelm",P107458,Bestuurder
994,32868,Horeca,"Wit, Harry de",P112557,Bestuurder
995,33519,Beroepsvervoer,"Ballegooijen, Martijn van",P125391,Bestuurder
997,33519,Beroepsvervoer,"Blom- de Ruiter, Catharina Johanna",P129871,Bestuurder
999,33519,Beroepsvervoer,"Busser, Cornelis",P117183,Bestuurder
1003,33519,Beroepsvervoer,"Jansen, Leonne Fransisca Aleida Maria",P127257,Bestuurder
1004,33519,Beroepsvervoer,"Kievit, Pieter Willem",P113817,Bestuurder
1005,33519,Beroepsvervoer,"Kraaijenoord-Willems, Saskia",P121074,Bestuurder
1006,33519,Beroepsvervoer,"Kusters, Wybren",P117909,Bestuurder
1007,33519,Beroepsvervoer,"Stokman, Jacobus Jozef",P118902,Bestuurder
1009,33708,Kunststof- en Rubber,"Bulten, Chantal Francina Johanna",P130709,Bestuurder
1010,33708,Kunststof- en Rubber,"Fraterman, Albert",P107717,Bestuurder
1011,33708,Kunststof- en Rubber,"Gele, Carl Ivan van",P126071,Bestuurder
1013,33708,Kunststof- en Rubber,"Kort, e/v Kleinpenning, Margo Henrique De",P105881,Bestuurder
1014,33708,Kunststof- en Rubber,"Roeten, Harm",P121190,Bestuurder
1015,33708,Kunststof- en Rubber,"Verkleij, Johannes Antonius Maria (Hans)",P126785,Bestuurder
1016,34124,Hunter Douglas,"Hoek, Willem Bastiaan van der",P113283,Bestuurder
1017,34124,Hunter Douglas,"Koning, Eildert",P121332,Bestuurder
1019,34124,Hunter Douglas,"Nusteling, Richard Hyginus Antonius",P118062,Bestuurder
1020,34124,Hunter Douglas,"Slingerland, Clemens Maria Antonius van",P106274,Bestuurder
1023,34561,Levensmiddelen Groothandel,"Griffioen, Jelle",P131222,Bestuurder
1024,34561,Levensmiddelen Groothandel,"Heineman, Boudewijn Pieter",P112058,Bestuurder
1026,34561,Levensmiddelen Groothandel,"Kok, Berend Otto",P103010,Bestuurder
1027,34561,Levensmiddelen Groothandel,"Krah, Maurice Elisabeth",P109914,Bestuurder
1028,34561,Levensmiddelen Groothandel,"Raaijmakers, Martijn",P103710,Bestuurder
1030,34561,Levensmiddelen Groothandel,"Wegh, Gerardus Wilhelmus",P118272,Bestuurder
1032,34780,Mars,"Faassen, Hendricus Leonardus Petrus",P120250,Bestuurder
1034,34780,Mars,"Laar, Wilhelmus Gerardus Johannes Maria van de",P118119,Bestuurder
1035,34780,Mars,"Lith, Jacobus Adrianus Josephus Maria van",P118117,Bestuurder
1036,34780,Mars,"Mars, Marjolein de",P108990,Bestuurder
1037,34780,Mars,"Poliquin, Anne Maria",P107478,Bestuurder
1039,36105,Gasunie,"Herder, Adriaan Jan den",P132150,Bestuurder
1040,36105,Gasunie,"Hermes, Janneke",P103486,Bestuurder
1041,36105,Gasunie,"Jong-Nonner, Anna de",P102889,Bestuurder
1043,36105,Gasunie,"Kwast, Peter Lodewijk",P113370,Bestuurder
1044,36105,Gasunie,"Oudejans, Ireneus Maria",P110766,Bestuurder
1046,36105,Gasunie,"Snijder, René",P130675,Bestuurder
1047,36105,Gasunie,"Wilde, Maurice Woutherus Johannes de",P130699,Bestuurder
1048,36548,Verzicht,"Verboon, Hans Hendrik",P117779,Bestuurder
1049,36548,Verzicht,"Weers, van",P117777,Bestuurder
1050,36722,Agrarische,"Bergervoet, Jacqueline Aleida Maria",P121377,Bestuurder
1051,36722,Agrarische,"Boersma, Onno Folkert",P109372,Bestuurder
1052,36722,Agrarische,"Brekel, Timotheus Johannes Clemens van den",P103637,Bestuurder
1053,36722,Agrarische,"Bugdayci-Karatas, Fatma",P123673,Bestuurder
1055,36722,Agrarische,"Dekkers, Gerrit Frederik",P111696,Bestuurder
1056,36722,Agrarische,"Folkers, Yvonne",P100271,Bestuurder
1058,36722,Agrarische,"Hess, Arjan Max",P109088,Bestuurder
1059,36722,Agrarische,"Lonsain, Christian",P102997,Bestuurder
1060,36722,Agrarische,"Meijer, Nico",P117576,Bestuurder
1062,36722,Agrarische,"Molenaar, Henk",P126987,Bestuurder
1063,36722,Agrarische,"Muusers, Daniel Hendrikus Maria",P128040,Bestuurder
1064,36722,Agrarische,"Peeters, Ruben Cornelis Robertus Marie",P117888,Bestuurder
1066,36722,Agrarische,"Vellenga, Harry Jacob",P123008,Bestuurder
1067,36722,Agrarische,Welschen,P116869,Bestuurder
1068,36722,Agrarische,"Zuiderwijk, Petrus Leonardus Maria",P109367,Bestuurder
1069,36945,Zeevisserij,"Ansink, Collin",P116490,Bestuurder
1070,36945,Zeevisserij,"Blonk, Cornelis",P121487,Bestuurder
1071,36945,Zeevisserij,"Brink, Aart van den",P126862,Bestuurder
1072,36945,Zeevisserij,"Hylkema, Hijlke Johan Augustinus Hubertus",P115315,Bestuurder
1073,36945,Zeevisserij,"Jansen, Joseph Antoon Marie",P113809,Bestuurder
1074,36945,Zeevisserij,"Jong, Thomas de",P117300,Bestuurder
1075,36945,Zeevisserij,"Kremers-de Col, Martha",P129507,Bestuurder
1077,37247,Rabobank,"Ariaans, Misha Alan Serge",P127236,Bestuurder
1078,37247,Rabobank,"Brendel, Eric Gerard",P101094,Bestuurder
1080,37247,Rabobank,"Damen-Evers, Cornelia Adriana Thérèse",P130988,Bestuurder
1081,37247,Rabobank,"Heikoop, Martinus",P103626,Bestuurder
1082,37247,Rabobank,"Hoon, Antonius Bernardus Johannes Marie de",P120173,Bestuurder
1083,37247,Rabobank,"Roman, Berend",P110712,Bestuurder
1084,37247,Rabobank,"Verbugt, Petronella Johanna Leonarda",P110836,Bestuurder
1085,37247,Rabobank,"Winterink, Johannes Albertus Willem",P132141,Bestuurder
1086,37678,Accountancy,"Arkel-Rijbroek, Anne Marike van",P128874,Bestuurder
1087,37678,Accountancy,"Frijlink, Paul",P115331,Bestuurder
1088,37678,Accountancy,"Goense, Cornelis Petrus Rudolf",P132076,Bestuurder
1089,37678,Accountancy,"Kompagnie, Harm (Harry)",P131296,Bestuurder
1090,37678,Accountancy,"Nijkamp, Hendrik Gerard",P118679,Bestuurder
1091,37678,Accountancy,"Raaijmakers, Johannes Jacobus Maria",P126441,Bestuurder
1092,37678,Accountancy,"Rebel, Gerbert",P107327,Bestuurder
1093,37678,Accountancy,"Vermeulen, Paulus Maria Silvester",P118678,Bestuurder
1094,37678,Accountancy,"Vermin, Martinus Antonius Francisus",P126434,Bestuurder
1095,37681,Forbo,"Bults, Marcel Adriaan",P104038,Bestuurder
1096,37681,Forbo,"Keetlaer, Anthonus Dignus",P112063,Bestuurder
1097,37681,Forbo,"Koning, Marjolein",P111063,Bestuurder
1099,37681,Forbo,Mol,P118012,Bestuurder
1100,37681,Forbo,Soppe,P121371,Bestuurder
1101,37681,Forbo,"Uitvlugt - Manné, Danielle",P128555,Bestuurder
1102,37681,Forbo,"Verbakel, Adrianus Johannes",P109781,Bestuurder
1103,39775,Hewitt Nederland,"Beusekom, Marsha van",P100324,Bestuurder
1104,39775,Hewitt Nederland,"Grashoff, Martin",P114871,Bestuurder
1106,39775,Hewitt Nederland,"Janssen, Gerardus Johannes Hendrikus",P112203,Bestuurder
1108,41098,Citigroup,"Deetman, Egbert Jacob",P113814,Bestuurder
1109,41098,Citigroup,"Folmer, Bob Antonius Gerardus",P106785,Bestuurder
1110,41098,Citigroup,"Nord, Jan-Olov",P118723,Bestuurder
1111,41098,Citigroup,"Rooijen, A.B.J. van",P124925,Bestuurder
1112,41098,Citigroup,"Vos, Dietert Harm",P112351,Bestuurder
1113,41098,Citigroup,"Zeguers, Floor Daphne",P111956,Bestuurder
1114,42049,Groothandel,"Brak, Hans Jan Anthonie",P115111,Bestuurder
1115,42049,Groothandel,"Brink, Johannes Gerardus Adrianus van den",P121406,Bestuurder
1116,42049,Groothandel,"Filippini, Cornelis, Hubertus, Lucien Maria",P106398,Bestuurder
1119,42049,Groothandel,"Lonsain, Christian",P102997,Bestuurder
1120,42049,Groothandel,"Marchée, MauriceEduard Theodoor",P122413,Bestuurder
1123,42049,Groothandel,"Steijaert, Andre August Marie",P102090,Bestuurder
1125,42467,Levensmiddelen,"Filippini, Cornelis, Hubertus, Lucien Maria",P106398,Bestuurder
1126,42467,Levensmiddelen,"Grutters, Hendrikus Bernardus Maria",P126993,Bestuurder
1128,42467,Levensmiddelen,"Hoogstraaten, Patricia Elza Hillegonda",P118163,Bestuurder
1129,42467,Levensmiddelen,"Houwelingen, Willem Johannes van",P129204,Bestuurder
1130,42467,Levensmiddelen,"Kat, Jan",P116277,Bestuurder
1131,42467,Levensmiddelen,"Muusers, Daniel Hendrikus Maria",P128040,Bestuurder
1132,42467,Levensmiddelen,"Seffinga, Jan Gerrit",P105438,Bestuurder
1133,42467,Levensmiddelen,"Sloot-Mulder, Frouwke",P131172,Bestuurder
1135,42467,Levensmiddelen,"Verhoog, Pieter Jan",P118158,Bestuurder
1138,42469,Tandtechniek,"Heijn, Ronaldus Adrianus Leonardus",P104092,Bestuurder
1139,42469,Tandtechniek,"Meer, Hendrik Jan van der",P116814,Bestuurder
1141,42469,Tandtechniek,"Peters, Pepijn Hubert Willem Maarten",P116910,Bestuurder
1142,42469,Tandtechniek,"Poorthuis, Franciscus Marinus Maria",P130402,Bestuurder
1144,42469,Tandtechniek,"Riet, Clemens Maria Adrianus van",P125476,Bestuurder
1145,42469,Tandtechniek,"Roeten, Harm",P121190,Bestuurder
1146,42469,Tandtechniek,"Smits, Rudolf Wilhelmus Maria",P108643,Bestuurder
1147,42569,Deloitte,"Hendriks, Johannes Cornelis Maria",P118085,Bestuurder
1148,42569,Deloitte,"Hoeven, Ralph Leonhard ter",P131364,Bestuurder
1149,42569,Deloitte,"Hoorn, Louis Marie Henri Joseph van",P103742,Bestuurder
1150,42569,Deloitte,"Laan, Irene Maria",P123623,Bestuurder
1151,42569,Deloitte,"Luijk, Marc van",P123679,Bestuurder
1153,42569,Deloitte,"Zijlman, Reint Jan",P116605,Bestuurder
1154,42937,Schoonmaak- en Glazenwassers,"Kwakkelstein, Cornelia Hendrina Liduina (Elly)",P103169,Bestuurder
1155,42937,Schoonmaak- en Glazenwassers,"Muusers, Daniel Hendrikus Maria",P128040,Bestuurder
1157,42937,Schoonmaak- en Glazenwassers,"Roeten, Harm",P121190,Bestuurder
1158,42937,Schoonmaak- en Glazenwassers,"Schets, Theresia Fransisca Maria",P116948,Bestuurder
1159,42937,Schoonmaak- en Glazenwassers,"Simons, Evelyne Andrea",P116134,Bestuurder
1160,42937,Schoonmaak- en Glazenwassers,"Sprenkels, Rudolfus Hubertus",P121961,Bestuurder
1161,42937,Schoonmaak- en Glazenwassers,"Vermeulen, Gijsbrecht Ferdinand",P103768,Bestuurder
1162,42937,Schoonmaak- en Glazenwassers,"Weiler-van Hartingsveldt, Esther von",P128825,Bestuurder
1163,43756,OWASE,"Brookhuis, Rene",P111833,Bestuurder
1164,43756,OWASE,"Dries, Harm",P120172,Bestuurder
1165,43756,OWASE,"Elst, Alex Jan van den",P103171,Bestuurder
1166,43756,OWASE,"Floor, Jan Willem",P128299,Bestuurder
1168,43756,OWASE,"Stoffelsma, Jan Uilke",P111839,Bestuurder
1169,43756,OWASE,"Terhalle, Jasper Gert Antors",P130622,Bestuurder
1170,44057,Randstad,"Gianotten, Bart Jeroen",P105317,Bestuurder
1171,44057,Randstad,"Hopmans, Antonius Johannes",P111717,Bestuurder
1172,44057,Randstad,"Kitslaar, Wilhelmus Franciscus Johannes Maria",P118758,Bestuurder
1174,44057,Randstad,"Overeijnder-Schalker, Solange Monique",P104267,Bestuurder
1175,44057,Randstad,"Poort, Mark",P114777,Bestuurder
1176,44057,Randstad,"Ruiter, Albertus Johannes Cornelis",P130866,Bestuurder
1178,44057,Randstad,"Suarez Menendez, José",P101017,Bestuurder
1180,44380,Kappersbedrijf,"Boekhorst, Katinka",P116068,Bestuurder
1183,44380,Kappersbedrijf,"Kuilen, Gerard Elbertus van de",P113957,Bestuurder
1185,44380,Kappersbedrijf,"Sirks, Gerardus Laurens",P112981,Bestuurder
1186,44380,Kappersbedrijf,"Steijaert, Andre August Marie",P102090,Bestuurder
1187,44380,Kappersbedrijf,"Wuffel, Charles Theodorus de",P120220,Bestuurder
1188,44381,Wonen,"Atema, Jochem",P118157,Bestuurder
1189,44381,Wonen,"Grutters, Hendrikus Bernardus Maria",P126993,Bestuurder
1190,44381,Wonen,"Heijden, Adrianus Wilhelmus Maria van der",P106803,Bestuurder
1191,44381,Wonen,"Lonsain, Christian",P102997,Bestuurder
1193,44381,Wonen,Prosman,P117104,Bestuurder
1194,44381,Wonen,"Steenvoorden, Gerardus Johannes",P104860,Bestuurder
1195,44381,Wonen,"Steijaert, Andre August Marie",P102090,Bestuurder
1197,44381,Wonen,"Streuer, Mark",P109823,Bestuurder
1200,44862,Zorg en Welzijn,"Bakker, Age Feite Poppe",P113964,Bestuurder
1201,44862,Zorg en Welzijn,"Bergsma, Gerard Hendrik",P114057,Bestuurder
1202,44862,Zorg en Welzijn,"Bolderen, Alex Wilhelmus Johannes Maria van",P107297,Bestuurder
1203,44862,Zorg en Welzijn,"Bruijn-Nooteboom, Petra Arina de",P100065,Bestuurder
1204,44862,Zorg en Welzijn,"Dert, Cornelis Ludovicus",P112293,Bestuurder
1207,44862,Zorg en Welzijn,"Fey, Patrick Johannes Henriette",P117635,Bestuurder
1209,44862,Zorg en Welzijn,"Merlijn, Elisabeth Wilhelmina Maria",P106242,Bestuurder
1210,44862,Zorg en Welzijn,"Moors, Jacques (Jacobus Mathias Josephus)",P126602,Bestuurder
1211,44862,Zorg en Welzijn,"Perik, Odette Marie Constance",P132089,Bestuurder
1212,44862,Zorg en Welzijn,"Vedder - Wubben, Hendrika Cornelia Maria",P121873,Bestuurder
1213,44862,Zorg en Welzijn,"Vink, Albertus Jacobus",P107775,Bestuurder
1214,44862,Zorg en Welzijn,"Vlak, Florentius Franciscus Ludovicus",P123717,Bestuurder
1215,44862,Zorg en Welzijn,"Weelden, Guus Bastiaan Ferdinand van",P128258,Bestuurder
1216,46210,Allianz Nederland,"Bijkerk, Peter Jacobus",P130409,Bestuurder
1218,46210,Allianz Nederland,"Heuvel, Erik Richard van den",P100848,Bestuurder
1219,46210,Allianz Nederland,"Hout, Jan van der",P132328,Bestuurder
1220,46210,Allianz Nederland,"Rijn, Diederik Gijsbert van",P131476,Bestuurder
1221,46210,Allianz Nederland,"Staffhorst, Maarten Adrianus Hubertus Maria",P130417,Bestuurder
1222,46210,Allianz Nederland,"Vollebregt, Cornelis Antonius",P128908,Bestuurder
1223,46609,Equens,"Bamberg, Guido",P125193,Bestuurder
1224,46609,Equens,"Haasdijk, Bernard Johan (Ben)",P117372,Bestuurder
1225,46609,Equens,"Jong, Pieter Jacob Siert de",P107182,Bestuurder
1226,46609,Equens,"Scheepers, Gerard Maarten",P131084,Bestuurder
1227,46609,Equens,"Steenwinkel, Frederik Frans",P105632,Bestuurder
1228,46609,Equens,"Verhoef, Simone Elisabeth Margareta",P110375,Bestuurder
1229,47068,Ardagh,"Gils, Johannes Cornelis Matheus",P121381,Bestuurder
1230,47068,Ardagh,"Hillen, Theodorus Willibrordus Franciscus",P127249,Bestuurder
1231,47068,Ardagh,"Hoevenaars, Cornelis Martinus Joseph",P116766,Bestuurder
1232,47068,Ardagh,"Schalken, Wim",P104409,Bestuurder
1233,47068,Ardagh,"Veldhuis, Johannes Leonardus Hendrikus",P111414,Bestuurder
1235,47074,Metro,"Dijkstra, Pieter",P121088,Bestuurder
1236,47074,Metro,"Duijst, Frank Theodoor",P110982,Bestuurder
1237,47074,Metro,"Ittmann, Cesar Willem",P112333,Bestuurder
1238,47074,Metro,"Jorna - van Veenendaal, Manon",P130703,Bestuurder
1239,47074,Metro,"Mol, Niek",P128262,Bestuurder
1241,47121,Nedlloyd,"Knapper, Kunno Hendrik",P111777,Bestuurder
1243,47121,Nedlloyd,"Meurs, Henri Francois",P131434,Bestuurder
1244,47121,Nedlloyd,"Poldervaart, Abraham Pieter",P118240,Bestuurder
1245,47121,Nedlloyd,"Schenkel, Mark",P104253,Bestuurder
1246,47121,Nedlloyd,"Sikkens, Daniel Eric",P107722,Bestuurder
1247,47121,Nedlloyd,"Tas, Jacob",P106606,Bestuurder
1249,47162,Calpam,"Flint-Vogelzang, Babette",P114780,Bestuurder
1250,47162,Calpam,"Foursoff, Alexander Iwan",P118110,Bestuurder
1251,47162,Calpam,"Theunisz, Johannes Franciscus Maria",P107239,Bestuurder
1252,47162,Calpam,"Waal, de",P116572,Bestuurder
1254,47678,Detailhandel,"Dorssen, Arend van",P111206,Bestuurder
1255,47678,Detailhandel,"Filippini, Cornelis, Hubertus, Lucien Maria",P106398,Bestuurder
1256,47678,Detailhandel,"Grutters, Hendrikus Bernardus Maria",P126993,Bestuurder
1258,47678,Detailhandel,"Lege, Bastiaan Adriaan de",P102558,Bestuurder
1259,47678,Detailhandel,Meerman,P117740,Bestuurder
1261,47678,Detailhandel,"Poelgeest, Neoletta",P111551,Bestuurder
1263,47678,Detailhandel,Rolf,P117176,Bestuurder
1265,47678,Detailhandel,"Seffinga, Jan Gerrit",P105438,Bestuurder
1267,47985,TDV,"Bekker, Antonius Mattheus Joseph de",P119003,Bestuurder
1268,47985,TDV,"Buiten, Ellen van",P109012,Bestuurder
1269,47985,TDV,"Hess, Barend Pieter",P111787,Bestuurder
1272,47985,TDV,"Montfort, Leon Marie Octave van",P108080,Bestuurder
1274,47985,TDV,"Terpstra, Franciscus Catharinus Lucas",P105039,Bestuurder
1275,47985,TDV,Veld,P116987,Bestuurder
1276,47985,TDV,"Vissers, Johannes Charles Elisabeth Marie",P120503,Bestuurder
1277,48375,Staples,"Boevé, Coen",P113458,Bestuurder
1278,48375,Staples,"Capel, Manon Barbara Antoinette",P104744,Bestuurder
1280,48375,Staples,"Heuff, Eduard Roeland Robert",P102079,Bestuurder
1281,48375,Staples,"Kraan, Marco",P114137,Bestuurder
1282,48375,Staples,"Lamein, Frank Peter",P129088,Bestuurder
1283,48375,Staples,"Martens, Paulus Antonius Herman",P100007,Bestuurder
1284,48375,Staples,"Martens, Petrus Arnoldus Hendrikus",P104231,Bestuurder
1285,48375,Staples,"Monnens, Raf",P130387,Bestuurder
1286,48375,Staples,"Vader, Hendrik Jan",P128397,Bestuurder
1287,48375,Staples,"Zwart, Jacobus Cornelis Johannis",P129850,Bestuurder
1288,48477,Dow,"d'Hooghe, Edward Louis Julia Clothilda Joseph",P125806,Bestuurder
1289,48477,Dow,"Kort, Ronny Petrus Maria de",P114697,Bestuurder
1290,48477,Dow,"Kroes, Hubert Cornelis",P131556,Bestuurder
1291,48477,Dow,"Merckx, Michael Josef",P108148,Bestuurder
1292,48477,Dow,"Molster, Jan Wolter",P111527,Bestuurder
1293,48477,Dow,"Raemdonck, Tonie",P131015,Bestuurder
1294,48477,Dow,"Ruiter-Verhelst, Annelieke Catherina Antoinet",P128737,Bestuurder
1295,48477,Dow,"Schmid, Bernard",P127843,Bestuurder
1296,48477,Dow,"Smet, Carlo Rudy Harold de",P111091,Bestuurder
1297,48477,Dow,"Taalman, Petrus Johannes Lucia Maria",P111905,Bestuurder
1299,48477,Dow,"Vogt, Wilhelmus Johannes Hermanus Maria",P123485,Bestuurder
1300,48965,Legal & General,"Ankone-van Lith, Antoinette Francisca Maria",P131851,Bestuurder
1301,48965,Legal & General,"Baar, Hendrikus Jacobus van",P131591,Bestuurder
1303,48965,Legal & General,"Ende, Hendrik Jan van ´t",P126839,Bestuurder
1304,48965,Legal & General,"Groenewoud, Jean-Paul",P101603,Bestuurder
1305,48965,Legal & General,"Hoof, Hermann Wilhelm van",P130934,Bestuurder
1306,48965,Legal & General,"Lefering, Jan-Chris",P101608,Bestuurder
1307,49417,DSM,"Boer, Antonius Maria Jean de",P118647,Bestuurder
1308,49417,DSM,"Engelen, Johannes Fredericus van",P118536,Bestuurder
1309,49417,DSM,"Fransen van de Putte, Johannes Justus",P117697,Bestuurder
1310,49417,DSM,"Heeswijk-Kuster, Monique Elisabeth Paula Josephina van",P123217,Bestuurder
1314,49417,DSM,"Mesters, Roland Johannes Hubertus Maria",P131981,Bestuurder
1315,49417,DSM,"Nabben, Pol",P130932,Bestuurder
1317,49417,DSM,"Nieboer, Geert Jan",P127541,Bestuurder
1318,49417,DSM,"Pikaart, Krijn Arie",P111713,Bestuurder
